"user_id","session_duration","click_frequency","navigation_depth","action_repetition_rate","login_time_deviation","friction_score","is_high_friction","sentiment","cluster","cluster_label","anomaly_score","suspicious","pages_seq"
623844,17,17,3,14,12.2528707297705,2.56766271606312,FALSE,"Negative UX",2,"Poor UX",0.493276650045871,"Normal session","6 6 6 6 6 7 7 6 7 2 2 2 2 2 2 2 2"
74362,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","3"
46208,20,20,2,18,15.2528707297705,2.20357520597048,FALSE,"Negative UX",1,"Good UX",0.527609775649495,"Normal session","1 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14"
964632,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","10"
409956,3,3,3,0,1.74712927022948,0.739352189464971,FALSE,"Neutral UX",2,"Poor UX",0.468174701632529,"Normal session","12 2 4"
585893,6,6,2,4,1.25287072977052,0.207788322637265,FALSE,"Neutral UX",1,"Good UX",0.425530301803636,"Normal session","8 8 8 8 8 3"
859668,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","4"
626546,4,4,3,1,0.747129270229476,0.786050373009498,FALSE,"Negative UX",2,"Poor UX",0.439997430061952,"Normal session","8 14 8 12"
926595,15,15,4,11,10.2528707297705,3.07430643210814,TRUE,"Negative UX",2,"Poor UX",0.48705751998141,"Normal session","1 1 1 1 1 1 1 1 4 2 1 1 15 1 1"
586329,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","6"
689060,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","2"
321503,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","1"
841221,5,5,3,2,0.252870729770524,0.856988244634656,FALSE,"Negative UX",2,"Poor UX",0.44262444131637,"Normal session","8 9 9 3 9"
249762,14,14,4,10,9.25287072977052,2.93175022615577,FALSE,"Negative UX",2,"Poor UX",0.489751996426971,"Normal session","4 4 4 4 9 6 7 7 7 6 7 6 6 6"
765800,33,33,6,27,28.2528707297705,7.22383039515037,TRUE,"Negative UX",2,"Poor UX",0.576013115695318,"Suspicious session","1 11 1 1 3 1 3 1 2 1 2 1 2 1 2 1 2 1 2 1 ..."
185658,8,8,3,5,3.25287072977052,1.28465686249177,FALSE,"Negative UX",2,"Poor UX",0.440628450868982,"Normal session","1 1 15 10 1 1 1 1"
13610,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","1"
498846,7,7,2,5,2.25287072977052,0.350344528589638,FALSE,"Neutral UX",1,"Good UX",0.432274118608809,"Normal session","6 6 6 6 14 14 14"
683919,3,3,2,1,1.74712927022948,-0.0524039384847923,FALSE,"Neutral UX",1,"Good UX",0.41073266657832,"Normal session","1 6 6"
391482,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","2"
521508,8,8,2,6,3.25287072977052,0.49290073454201,FALSE,"Neutral UX",1,"Good UX",0.440555310813205,"Normal session","2 14 14 14 14 14 14 14"
238550,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","1"
106093,4,4,1,3,0.747129270229476,-0.797461882890028,FALSE,"Neutral UX",1,"Good UX",0.424654249195333,"Normal session","8 8 8 8"
743621,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","6"
248034,6,6,1,5,1.25287072977052,-0.583967805312498,FALSE,"Neutral UX",1,"Good UX",0.447920008018606,"Normal session","1 1 1 1 1 1"
507826,8,8,2,6,3.25287072977052,0.49290073454201,FALSE,"Neutral UX",1,"Good UX",0.440555310813205,"Normal session","6 7 7 7 6 7 6 6"
142296,10,10,2,8,5.25287072977052,0.778013146446754,FALSE,"Negative UX",1,"Good UX",0.455534371788438,"Normal session","1 1 3 1 1 1 1 1 1 1"
426929,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","3"
326554,4,4,1,3,0.747129270229476,-0.797461882890028,FALSE,"Neutral UX",1,"Good UX",0.424654249195333,"Normal session","15 15 15 15"
102662,3,3,2,1,1.74712927022948,-0.0524039384847923,FALSE,"Neutral UX",1,"Good UX",0.41073266657832,"Normal session","3 5 3"
340098,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","2 2"
250883,3,3,2,1,1.74712927022948,-0.0524039384847923,FALSE,"Neutral UX",1,"Good UX",0.41073266657832,"Normal session","6 6 3"
343445,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","3"
74743,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","2 3"
359098,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","4"
636968,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","3"
286753,6,6,2,4,1.25287072977052,0.207788322637265,FALSE,"Neutral UX",1,"Good UX",0.425530301803636,"Normal session","1 6 1 6 6 6"
103,13,13,8,5,8.25287072977052,5.95621853200245,TRUE,"Negative UX",2,"Poor UX",0.624163789506376,"Suspicious session","9 7 9 7 7 9 12 6 10 13 14 12 3"
206957,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","2"
632137,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","6"
823372,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","8 8"
202505,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","9 9"
675363,19,19,4,15,14.2528707297705,3.64453125591763,TRUE,"Negative UX",2,"Poor UX",0.503354129487806,"Normal session","1 11 11 1 1 2 2 11 11 17 2 17 11 2 2 1 1 1 1"
786448,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","1 11"
323292,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","6"
506862,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","1 14"
295900,14,14,6,8,9.25287072977052,4.5152624820553,TRUE,"Negative UX",2,"Poor UX",0.53667958679628,"Normal session","12 10 2 6 2 5 5 11 10 10 10 2 12 12"
368258,13,13,3,10,8.25287072977052,1.99743789225363,FALSE,"Negative UX",2,"Poor UX",0.479687294447189,"Normal session","1 1 1 1 1 1 1 7 4 1 7 7 1"
79768,3,3,1,2,1.74712927022948,-0.844160066434555,FALSE,"Neutral UX",1,"Good UX",0.414349199412674,"Normal session","1 1 1"
25490,3,3,3,0,1.74712927022948,0.739352189464971,FALSE,"Neutral UX",2,"Poor UX",0.468174701632529,"Normal session","3 11 4"
325230,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","1 1"
506807,5,5,2,3,0.252870729770524,0.0652321166848934,FALSE,"Neutral UX",1,"Good UX",0.426271717889259,"Normal session","6 5 5 5 5"
458901,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","14"
251449,17,17,2,15,12.2528707297705,1.77590658811336,FALSE,"Negative UX",1,"Good UX",0.499504194094562,"Normal session","1 14 14 14 1 14 14 1 1 14 1 1 1 14 14 1 1"
226279,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","2 3"
625042,4,4,2,2,0.747129270229476,-0.0057057549402649,FALSE,"Neutral UX",1,"Good UX",0.413323530858301,"Normal session","1 2 2 2"
678669,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","8"
316470,15,15,1,14,10.2528707297705,0.699038048258851,FALSE,"Neutral UX",1,"Good UX",0.528572626755217,"Normal session","9 9 9 9 9 9 9 9 9 9 9 9 9 9 9"
157984,5,5,2,3,0.252870729770524,0.0652321166848934,FALSE,"Neutral UX",1,"Good UX",0.426271717889259,"Normal session","13 13 13 9 9"
746781,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","6"
63084,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","2"
571769,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","1"
301694,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","14"
716793,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","6"
627824,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","2 2"
466205,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","12"
434086,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","8 8"
5261,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","1 12"
903045,20,20,3,17,15.2528707297705,2.99533133392024,FALSE,"Negative UX",2,"Poor UX",0.510753788446124,"Normal session","1 2 2 2 2 2 2 2 2 2 14 1 2 2 2 2 2 2 2 2"
577847,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","1 11"
665130,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","3"
611064,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","14"
25851,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","1 14"
575133,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","13"
526195,5,5,2,3,0.252870729770524,0.0652321166848934,FALSE,"Neutral UX",1,"Good UX",0.426271717889259,"Normal session","9 9 11 11 11"
962080,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","1"
36078,4,4,1,3,0.747129270229476,-0.797461882890028,FALSE,"Neutral UX",1,"Good UX",0.424654249195333,"Normal session","14 14 14 14"
864879,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","4 4"
339448,19,19,2,17,14.2528707297705,2.0610190000181,FALSE,"Negative UX",1,"Good UX",0.517512543287401,"Normal session","1 1 1 12 12 12 12 12 1 12 1 1 1 12 12 12 1 12 1"
938283,4,4,2,2,0.747129270229476,-0.0057057549402649,FALSE,"Neutral UX",1,"Good UX",0.413323530858301,"Normal session","12 4 4 4"
864165,2,2,1,1,2.74712927022948,-0.890858249979083,FALSE,"Neutral UX",1,"Good UX",0.4015352946194,"Normal session","1 1"
8946,3,3,1,2,1.74712927022948,-0.844160066434555,FALSE,"Neutral UX",1,"Good UX",0.414349199412674,"Normal session","1 1 1"
956322,3,3,3,0,1.74712927022948,0.739352189464971,FALSE,"Neutral UX",2,"Poor UX",0.468174701632529,"Normal session","13 14 6"
902368,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","2"
384214,1,1,1,0,3.74712927022948,-0.93755643352361,FALSE,"Positive UX",1,"Good UX",0.381132431855487,"Normal session","3"
344671,2,2,2,0,2.74712927022948,-0.0991021220293197,FALSE,"Neutral UX",1,"Good UX",0.423366801466463,"Normal session","4 13"
376660,6,6,2,4,1.25287072977052,0.207788322637265,FALSE,"Neutral UX",1,"Good UX",0.425530301803636,"Normal session","1 1 1 7 7 1"
